Id,Name,Country,City,Address,Latitude,Longitude
2070174236672,Novotel Suites Paris Montreuil Vincennes,FR,Vincennes,22 Avenue du professeur lemierre 20th arr 75020 Paris France,48.8554268,2.4152555
2078764171267,ARCOTEL Wimberger,AT,Vienna,Neubaug rtel 34 36 07 Neubau 1070 Vienna Austria,48.2006001,16.3386333
2087354105858,Amarante Beau Manoir,FR,Paris,6 Rue de l Arcade 8th arr 75008 Paris France,48.870994,2.3235329
2095944040453,Corus Hotel Hyde Park,GB,Paddington,Lancaster Gate Westminster Borough London W2 3LG United Kingdom,51.5119446,-0.179939
2104533975041,H tel Brighton Esprit de France,FR,Paris,218 rue de Rivoli 1st arr 75001 Paris France,48.8649306,2.3290844
2104533975045,Hilton Milan,IT,Milan,Via Luigi Galvani 12 Central Station 20124 Milan Italy,45.4862032,9.200322
2113123909636,ABaC Restaurant Hotel Barcelona GL Monumento,ES,Barcelona,Avenida Tibidabo 1 Sarri St Gervasi 08022 Barcelona Spain,41.4106944,2.136294
2121713844226,The Sumner Hotel,GB,London,54 Upper Berkeley Street Westminster Borough London W1H 7QR United Kingdom,51.5152892,-0.160898
2121713844229,NH Collection Amsterdam Doelen,NL,Amsterdam,Nieuwe Doelenstraat 24 Amsterdam City Center 1012 CP Amsterdam Netherlands,52.3681919,4.8957609
2130303778819,Commodore Hotel,GB,Paddington,50 Lancaster Gate Westminster Borough London W2 3NA United Kingdom,51.5124496,-0.1795215
2138893713408,The Park Grand London Paddington,GB,London,1 3 Queens Garden Westminster Borough London W2 3BA United Kingdom,51.5142184,-0.1809032
2138893713411,Melia Paris Vendome,FR,Paris,8 Rue Cambon 1st arr 75001 Paris France,48.8668228,2.3257729
2147483648002,La Suite West Hyde Park,GB,London,41 51 Inverness Terrace Westminster Borough London W2 3JN United Kingdom,51.5126758,-0.1867828
2156073582593,Egerton House,GB,London,17 19 Egerton Terrace Knightsbridge Kensington and Chelsea London SW3 2BX United Kingdom,51.4968406,-0.1675498
2156073582596,W12 Rooms,GB,London,54 Uxbridge Road Shepherds Bush Hammersmith and Fulham London W12 8LP United Kingdom,51.5045326,-0.2191174
2156073582601,Hotel Dieci,IT,Milan,Largo Rio de Janeiro 12 Citt Studi 20133 Milan Italy,45.4738012,9.2239702
2164663517188,Holiday Inn London Oxford Circus,GB,London,57 59 Welbeck Street Westminster Borough London W1G 9BL United Kingdom,51.516843,-0.1495574
2164663517189,Mercure London Hyde Park,GB,Paddington,8 14 Talbot Sq Paddington Westminster Borough London W2 1TS United Kingdom,51.5151149,-0.1743857
2173253451778,Westside Arc de Triomphe Hotel,FR,Paris,36 rue Pierre Demours 17th arr 75017 Paris France,48.8811741,2.2948337
2181843386369,Twenty Nevern Square Hotel,GB,London,20 Nevern Square Kensington and Chelsea London SW5 9PD United Kingdom,51.4915712,-0.1963192
2181843386372,L Empire Paris,FR,Paris,48 Rue De L arbre Sec 1st arr 75001 Paris France,48.8607764,2.3427564
2181843386377,Jumeirah Carlton Tower,GB,London,Cadogan Place Kensington and Chelsea London SW1X 9PY United Kingdom,51.4973568,-0.1576728
2190433320962,H tel Recamier,FR,Paris,3 Bis Place Saint Sulpice 6th arr 75006 Paris France,48.8503493,2.3344305
2190433320966,Hotel Topazz,AT,Vienna,Lichtensteg 3 01 Innere Stadt 1010 Vienna Austria,48.210285,16.373579
2199023255554,Hotel Verneuil Saint Germain,FR,Paris,8 rue de Verneuil 7th arr 75007 Paris France,48.8573706,2.3314669
2207613190145,Pershing Hall,FR,Paris,49 rue Pierre Charron 8th arr 75008 Paris France,48.8691325,2.3021659
2207613190147,TWO Hotel Barcelona by Axel 4 Sup Adults Only,ES,Barcelona,Calabria 90 92 Eixample 08015 Barcelona Spain,41.37913,2.1561186
2216203124739,Hotel Best Western PLUS Alfa Aeropuerto,ES,El Prat de Llobregat,Calle K s n Entrada principal Mercabarna Sants Montju c 08040 Barcelona Spain,41.3283758,2.1129638
2224793059330,Radisson Blu Hotel Amsterdam,NL,Amsterdam,Rusland 17 Amsterdam City Center 1012 CK Amsterdam Netherlands,52.3702469,4.8966743
2233382993922,Molitor Paris MGallery by Sofitel,FR,Boulogne Billancourt,2 avenue la Porte Molitor 16th arr 75016 Paris France,48.8448902,2.252833
2241972928512,H tel de la Bourdonnais,FR,Paris,111 avenue de la Bourdonnais 7th arr 75007 Paris France,48.8550466,2.304583
2250562863104,Vice Versa,FR,Paris,213 rue de la Croix Nivert 15th arr 75015 Paris France,48.8363819,2.2897793
2259152797696,Hotel Le 10 BIS,FR,Paris,10 Bis rue du D barcad re 17th arr 75017 Paris France,48.8780363,2.2864907
2267742732288,Saint James Albany Paris Hotel Spa,FR,Paris,202 rue de Rivoli 1st arr 75001 Paris France,48.8642689,2.3308179
2267742732293,Claridge s,GB,London,41 43 Brook Street Westminster Borough London W1K 4HJ United Kingdom,51.5125035,-0.1477438
2267742732300,Hotel Pierre Milano,IT,Milan,Via De Amicis 32 Milan City Center 20123 Milan Italy,45.4595203,9.1770004
2276332666884,Hotel Espa a Ramblas,ES,Barcelona,Sant Pau 9 11 Ciutat Vella 08001 Barcelona Spain,41.3799209,2.1728181
2284922601476,Best Western Premier Op ra Faubourg Ex Hotel Jules,FR,Paris,49 Rue La Fayette 9th arr 75009 Paris France,48.8753359,2.3414617
2284922601481,Mokinba Hotels Montebianco,IT,Milan,Via Monte Rosa 90 Fiera Milano City 20149 Milan Italy,45.4788051,9.1446276
2293512536067,Hotel Oscar,FR,Paris,33 rue Marbeuf 8th arr 75008 Paris France,48.8694755,2.3046954
2293512536069,FourSide Hotel Suites Vienna,AT,Vienna,Freytaggasse 25 27 21 Floridsdorf 1210 Vienna Austria,48.2565936,16.4031426
2293512536074,Hotel DO Pla a Reial G L,ES,Barcelona,Pla a Reial 1 Ciutat Vella 08001 Barcelona Spain,41.3799929,2.1748256
2302102470659,St George Hotel,GB,London,49 Gloucester Place Marble Arch Westminster Borough London W1U 8JE United Kingdom,51.5182768,-0.1583511
2302102470663,Room Mate Gerard,ES,Barcelona,Ausi s Marc 34 Eixample 08010 Barcelona Spain,41.3919114,2.1765438
2310692405248,DoubleTree by Hilton London Hyde Park,GB,London,150 Bayswater Road Kensington and Chelsea London W2 4RT United Kingdom,51.5100362,-0.190657
2310692405255,NH Collection Amsterdam Barbizon Palace,NL,Amsterdam,Prins Hendrikkade 59 72 Amsterdam City Center 1012 AD Amsterdam Netherlands,52.3764175,4.9002201
2319282339840,The RE London Shoreditch,GB,London,419 437 Hackney Road London E2 8PP United Kingdom,51.531979,-0.061598
2319282339845,Aparthotel Mariano Cubi Barcelona,ES,Barcelona,Mariano Cubi 62 64 Sarri St Gervasi 08006 Barcelona Spain,41.3982129,2.1494179
2327872274432,Mondrian London,GB,London,20 Upper Ground Southwark London SE1 9PD United Kingdom,51.5084036,-0.1067988
2327872274437,Condes de Barcelona,ES,Barcelona,Paseo de Gracia 73 Eixample 08008 Barcelona Spain,41.3935497,2.1627098
2336462209028,The Laslett,GB,London,8 Pembridge Garden Kensington and Chelsea London W2 4DU United Kingdom,51.5095259,-0.1967234
2336462209033,Roger de Ll ria,ES,Barcelona,Roger de Lluria 28 Eixample 08010 Barcelona Spain,41.3910786,2.1717285
2345052143619,Victoria Palace Hotel,FR,Paris,6 Rue Blaise Desgoffe 6th arr 75006 Paris France,48.8457587,2.3243071
2345052143624,H10 Port Vell 4 Sup,ES,Barcelona,Pas de Sota Muralla 9 Ciutat Vella 08003 Barcelona Spain,41.3815625,2.1838458
2353642078211,Shangri La Hotel at The Shard London,GB,London,31 St Thomas Street Southwark London SE1 9QU United Kingdom,51.5044972,-0.0855562
2362232012804,The Grand at Trafalgar Square,GB,London,8 Northumberland Avenue Westminster Borough London WC2N 5BY United Kingdom,51.506935,-0.126012
2362232012809,Camperio House Suites Apartments,IT,Milan,Via Camperio 9 Milan City Center 20123 Milan Italy,45.466598,9.183064
2370821947395,H tel du Minist re,FR,Paris,31 Rue de Surene 8th arr 75008 Paris France,48.8712877,2.3191903
2370821947400,Upper Diagonal,ES,Barcelona,Manuel Girona 7 21 Sarri St Gervasi 08034 Barcelona Spain,41.39038,2.121
2379411881986,The Zetter Townhouse Clerkenwell,GB,London,49 50 St John s Square Islington London EC1V 4JJ United Kingdom,51.5231564,-0.1035134
2379411881992,Rosa Grand Milano Starhotels Collezione,IT,Milan,Piazza Fontana 3 Milan City Center 20122 Milan Italy,45.4638223,9.1940273
2388001816580,Dorsett Shepherds Bush,GB,London,58 Shepherds Bush Green Hammersmith and Fulham London W12 8QE United Kingdom,51.5039399,-0.2244232
2396591751168,K K Hotel George,GB,London,1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom,51.4918878,-0.1949706
2396591751173,Palais Coburg Residenz,AT,Vienna,Coburgbastei 4 01 Innere Stadt 1010 Vienna Austria,48.2058584,16.3766545
2405181685761,H tel R de Paris Boutique Hotel,FR,Paris,41 rue de Clichy 9th arr 75009 Paris France,48.8799239,2.3288332
2405181685762,Sheraton Grand London Park Lane,GB,London,Piccadilly Westminster Borough London W1J 7BX United Kingdom,51.5092876,-0.1370062
2413771620352,Park Lane Mews Hotel,GB,London,2 Stanhope Row Park Lane Westminster Borough London W1J 7BS United Kingdom,51.5059334,-0.1489418
2413771620357,Hilton Garden Inn Milan North,IT,Milan,Via Lucio Giunio Columella 36 Distretto Viale Monza 20128 Milan Italy,45.5161671,9.2272778
2422361554948,Goralska R sidences H tel Paris Bastille,FR,Paris,7 Boulevard Bourdon 4th arr 75004 Paris France,48.8482842,2.3657251
2430951489538,H tel De Buci by MH,FR,Paris,22 rue de Buci 6th arr 75006 Paris France,48.8538752,2.3366123
2430951489544,Hotel Garbi Millenni,ES,Barcelona,Ronda Sant Pau 14 Ciutat Vella 08001 Barcelona Spain,41.3759896,2.167148
2448131358720,Bulgari Hotel London,GB,London,171 Knightsbridge Westminster Borough London SW7 1DW United Kingdom,51.5015721,-0.1628511
2456721293314,Melia Vienna,AT,Donauinsel,Donau City Stra e 7 22 Donaustadt 1220 Vienna Austria,48.231911,16.4129493
2465311227908,K K Hotel Picasso,ES,Barcelona,Passeig de Picasso 26 30 Ciutat Vella 08003 Barcelona Spain,41.3866227,2.1840722
2473901162502,Antica Locanda Dei Mercanti,IT,Milan,Via San Tomaso 6 Milan City Center 20121 Milan Italy,45.467298,9.1846982
2482491097092,Hotel 82 London,GB,London,82 Gloucester Place Westminster Borough London W1U 6HN United Kingdom,51.5195857,-0.1584803
2482491097096,Hotel Esther a,NL,Amsterdam,Singel 303 309 Amsterdam City Center 1012 WJ Amsterdam Netherlands,52.3705447,4.8886439
2491081031683,MARQUIS Faubourg St Honor Relais Ch teaux,FR,Paris,8 rue d Anjou 8th arr 75008 Paris France,48.8698184,2.3208729
2499670966275,H tel Bourgogne Montana by MH,FR,Paris,3 rue de Bourgogne 7th arr 75007 Paris France,48.8601927,2.318423
2499670966278,Guitart Grand Passage,ES,Barcelona,Muntaner 212 Eixample 08036 Barcelona Spain,41.3936071,2.1504611
2508260900867,H tel Mansart Esprit de France,FR,Paris,5 rue des Capucines 1st arr 75001 Paris France,48.8684776,2.3298238
2516850835457,Grand Hotel Saint Michel,FR,Paris,19 Rue Cujas 5th arr 75005 Paris France,48.8478399,2.342254
2516850835461,H10 Cubik 4 Sup,ES,Barcelona,V a Laietana 69 Ciutat Vella 08003 Barcelona Spain,41.388024,2.1731556
2525440770051,Le M ridien Etoile,FR,Paris,81 boulevard Gouvion Saint Cyr 17th arr 75017 Paris France,48.8794646,2.2849548
2525440770056,Ramada Apollo Amsterdam Centre,NL,Amsterdam,Staalmeesterslaan 410 Slotervaart 1057 PH Amsterdam Netherlands,52.3681299,4.8440847
2534030704641,The Royal Horseguards,GB,London,2 Whitehall Court Westminster Borough London SW1A 2EJ United Kingdom,51.5054185,-0.1241499
2534030704646,Barcel Raval,ES,Barcelona,Rambla del Raval 17 21 Ciutat Vella 08001 Barcelona Spain,41.3790126,2.1696339
2542620639234,Paris Marriott Opera Ambassador Hotel,FR,Paris,16 boulevard Haussmann 9th arr 75009 Paris France,48.8728351,2.3362507
2551210573824,Novotel London West,GB,London,1 Shortlands Hammersmith and Fulham London W6 8DR United Kingdom,51.4919588,-0.2200956
2551210573829,Etoile Saint Ferdinand,FR,Paris,36 rue Saint Ferdinand 17th arr 75017 Paris France,48.8777895,2.2872498
2559800508418,Mercure Paris Champs Elys es,FR,Paris,51 Rue Lauriston 16th arr 75016 Paris France,48.8699731,2.2909401
2568390443010,Le Parisis Paris Tour Eiffel,FR,Paris,102 Bd De Grenelle 15th arr 75015 Paris France,48.8494851,2.2955063
2576980377600,Park Plaza Vondelpark Amsterdam,NL,Amsterdam,Koninginneweg 34 36 Oud Zuid 1075 CZ Amsterdam Netherlands,52.3542655,4.8664365
2585570312194,London City Suites,GB,London,42 46 Chiswell Street City of London London EC1Y 4SB United Kingdom,51.5206309,-0.0915341
2594160246784,Le Marcel,FR,Paris,11 rue du 8 Mai 1945 10th arr 75010 Paris France,48.8761376,2.3572681
2594160246789,Copthorne Tara Hotel London Kensington,GB,London,Scarsdale Place Kensington Kensington and Chelsea London W8 5SY United Kingdom,51.499046,-0.1917073
2602750181382,Novotel Paris 17,FR,Paris,34 Avenue Porte d Asni res 17th arr 75017 Paris France,48.8920485,2.3023791
2602750181387,Arthotel ANA Prime,AT,Vienna,Sch nbrunner Stra e 41 05 Margareten 1050 Vienna Austria,48.1925582,16.3576071
2611340115974,NH Milano Touring,IT,Milan,Via Tarchetti 2 Milan City Center 20121 Milan Italy,45.4769167,9.196665
2628519985154,Mercure Paris Bercy Biblioth que,FR,Paris,6 Boulevard Vincent Auriol 13th arr 75013 Paris France,48.8370334,2.372322
2628519985158,Gran Hotel La Florida,ES,Barcelona,Carretera Vallvidrera Tibidabo 83 93 Horta Guinard 08035 Barcelona Spain,41.4253332,2.1211028
2637109919745,Hotel Le Pera,FR,Paris,17 Rue de Caumartin 9th arr 75009 Paris France,48.871309,2.3277079
2645699854336,Hotel Les Rives de Notre Dame,FR,Paris,15 Quai Saint Michel 5th arr 75005 Paris France,48.8532269,2.3457159
2654289788931,Best Western Hotel Astoria,IT,Milan,Viale Murillo 9 Fiera Milano City 20149 Milan Italy,45.4725167,9.1439198
2662879723524,Hotel Kavalier,AT,Vienna,Linzer Stra e 165 14 Penzing 1140 Vienna Austria,48.1940487,16.2971831
2662879723528,Corinthia Hotel London,GB,London,Whitehall Place Westminster Borough London SW1A 2BD United Kingdom,51.5045583,-0.1262584
2680059592704,Drawing Hotel,FR,Paris,17 rue de Richelieu 1st arr 75001 Paris France,48.8644382,2.3359148
2680059592709,Ilunion Barcelona,ES,Barcelona,Ramon Turr 196 198 Sant Mart 08005 Barcelona Spain,41.3989322,2.2024183
2688649527297,H tel Horset Op ra Best Western Premier Collection,FR,Paris,18 Rue d Antin 2nd arr 75002 Paris France,48.8691686,2.3337818
2688649527302,Andaz London Liverpool Street,GB,London,40 Liverpool Street City of London London EC2M 7QN United Kingdom,51.5172825,-0.0812451
2697239461890,The Beaumont Hotel,GB,London,8 Balderton Street Brown Hart Gardens Westminster Borough London W1K 6TF United Kingdom,51.513055,-0.152257
2697239461894,London Elizabeth Hotel,GB,Paddington,Lancaster Terrace Hyde Park Westminster Borough London W2 3PF United Kingdom,51.5120219,-0.1762414
2705829396484,Best Western Palm Hotel,GB,London,64 76 Hendon Way London NW2 2NL United Kingdom,51.5634756,-0.2042758
2714419331075,Falkensteiner Hotel Wien Zentrum Schottenfeld,AT,Vienna,Schottenfeldgasse 74 07 Neubau 1070 Vienna Austria,48.2048494,16.343618
2723009265668,Villa Beaumarchais,FR,Paris,5 rue des Arquebusiers 3rd arr 75003 Paris France,48.8589516,2.3670407
2731599200256,H tel Jos phine by Happyculture,FR,Paris,67 rue Blanche 9th arr 75009 Paris France,48.8823141,2.3316688
2740189134848,Ashburn Hotel,GB,London,111 Cromwell Road Kensington and Chelsea London SW7 4DP United Kingdom,51.4945522,-0.1861213
2740189134853,Palazzo Parigi Hotel Grand Spa Milano,IT,Milan,Corso Di Porta Nuova 1 Milan City Center 20121 Milan Italy,45.473348,9.1910733
2748779069445,Crowne Plaza Milan City,IT,Milan,Via Melchiorre Gioia 73 Central Station 20124 Milan Italy,45.4896727,9.2006406
2757369004035,Royal Amsterdam Hotel,NL,Amsterdam,Rembrandtplein 44 Amsterdam City Center 1017 CV Amsterdam Netherlands,52.3657281,4.8972883
2765958938627,Best Western Bretagne Montparnasse,FR,Paris,33 rue Raymond Losserand 14th arr 75014 Paris France,48.8354314,2.321142
2774548873216,Les Plumes Hotel,FR,Paris,10 rue Lamartine 9th arr 75009 Paris France,48.8766269,2.3432886
2783138807808,Knightsbridge Hotel,GB,London,10 Beaufort Gardens Kensington and Chelsea London SW3 1PT United Kingdom,51.4980052,-0.1643238
2783138807810,H tel Lancaster Paris Champs Elys es,FR,Paris,7 rue de Berri 8th arr 75008 Paris France,48.8723438,2.3033378
2783138807815,Dikker en Thijs Fenice Hotel,NL,Amsterdam,Prinsengracht 444 Amsterdam City Center 1017 KE Amsterdam Netherlands,52.364971,4.8839827
2791728742403,Hotel Bristol,IT,Milan,Via Domenico Scarlatti 32 Central Station 20124 Milan Italy,45.4845769,9.2065256
2800318676996,Renaissance Paris Vendome Hotel,FR,Paris,4 Rue Du Mont Thabor 1st arr 75001 Paris France,48.8654532,2.3295231
2800318677001,Abba Garden,ES,Barcelona,Santa Rosa Esplugues 33 08950 Barcelona Spain,41.3854716,2.1018835
2817498546176,W London Leicester Square,GB,London,10 Wardour Street Leicester Square Westminster Borough London W1D 6QF United Kingdom,51.510843,-0.1314287
2817498546181,Pakat Suites Hotel,AT,Vienna,Mommsengasse 5 04 Wieden 1040 Vienna Austria,48.19183,16.3770876
2826088480768,Grange Langham Court Hotel,GB,London,31 35 Langham Street Westminster Borough London W1W 6BU United Kingdom,51.5189077,-0.1421957
2826088480772,De Vere Devonport House,GB,London,King William Walk Greenwich London SE10 9JW United Kingdom,51.480672,-0.0071375
2826088480777,Barcelona Hotel Colonial,ES,Barcelona,Via Layetana 3 Ciutat Vella 08003 Barcelona Spain,41.3822909,2.1807447
2834678415365,Ako Suites Hotel,ES,Barcelona,Diputaci 195 Eixample 08011 Barcelona Spain,41.3861153,2.1611899
2843268349954,Mandarin Oriental Barcelona,ES,Barcelona,Passeig de Gr cia 38 40 Eixample 08007 Barcelona Spain,41.391393,2.1668467
2851858284546,Batty Langley s,GB,London,12 Folgate Street City of London London E1 6BX United Kingdom,51.5208575,-0.0779503
2851858284551,New Linden Hotel,GB,London,59 Leinster Square Kensington and Chelsea London W2 4PS United Kingdom,51.5133832,-0.1926617
2860448219138,Mercure Paris Terminus Nord,FR,Paris,21 rue de Dunkerque 10th arr 75010 Paris France,48.8794843,2.3556545
2869038153731,The Zetter Hotel,GB,London,86 88 Clerkenwell Road Islington London EC1M 5RJ United Kingdom,51.522672,-0.1036841
2877628088321,My Chelsea,GB,London,35 Ixworth Place Kensington and Chelsea London SW3 3QX United Kingdom,51.4919083,-0.1684398
2886218022912,Holiday Inn Paris Montmartre,FR,Paris,23 Rue Damr mont 18th arr 75018 Paris France,NA,NA
2886218022917,Derag Livinghotel Kaiser Franz Joseph Vienna,AT,Vienna,Sieveringer Stra e 4 19 D bling 1190 Vienna Austria,NA,NA
2903397892098,Hotel Neri,ES,Barcelona,San Sever 5 Ciutat Vella 08002 Barcelona Spain,41.3832498,2.1753483
2911987826692,H10 Itaca,ES,Barcelona,Avenida Roma 22 30 Eixample 08015 Barcelona Spain,41.3810311,2.1455516
2920577761281,Rydges Kensington Hotel,GB,London,61 Gloucester Road Kensington and Chelsea London SW7 4PE United Kingdom,51.4956883,-0.1827878
2920577761286,NH Wien Belvedere,AT,Vienna,Rennweg 12a 03 Landstra e 1030 Vienna Austria,48.1954348,16.383429
2929167695876,IntercityHotel Wien,AT,Vienna,Mariahilfer Stra e 122 Ecke Kaiserstra e 1 3 07 Neubau 1070 Vienna Austria,48.1965878,16.3413729
2937757630464,Hotel Opera Cadet,FR,Paris,24 rue Cadet 9th arr 75009 Paris France,48.8754371,2.3434586
2946347565056,H tel De Vend me,FR,Paris,1 Place Vend me 1st arr 75001 Paris France,48.8668564,2.3286339
2954937499648,Hotel Lumen Paris Louvre,FR,Paris,15 Rue Des Pyramides 1st arr 75001 Paris France,48.8652582,2.3329632
2954937499652,Four Seasons Hotel George V Paris,FR,Paris,31 Avenue George V 8th arr 75008 Paris France,48.8687512,2.3001692
2954937499657,Austria Trend Hotel Schloss Wilhelminenberg Wien,AT,Vienna,Savoyenstra e 2 16 Ottakring 1160 Vienna Austria,NA,NA
2963527434241,Bloomsbury Palace Hotel,GB,London,29 31 Gower Street Camden London WC1E 6HG United Kingdom,51.5207945,-0.1310845
2963527434243,Hotel Sezz Paris,FR,Paris,6 Avenue Fr miet 16th arr 75016 Paris France,48.8566336,2.2852607
2980707303424,Hilton London Hyde Park,GB,London,129 Bayswater Road London W2 4RJ United Kingdom,51.51046,-0.1875844
2980707303429,Hotel Regina,ES,Barcelona,Bergara 2 4 Eixample 08002 Barcelona Spain,41.3858891,2.1681652
2980707303433,Hotel Gran Derby Suites,ES,Barcelona,Loreto 28 Les Corts 08029 Barcelona Spain,41.3900104,2.1422396
2989297238018,Swiss tel Amsterdam,NL,Amsterdam,Damrak 96 Amsterdam City Center 1012 LP Amsterdam Netherlands,52.3735266,4.8933041
2997887172613,Evenia Rossello,ES,Barcelona,Rossello 191 Eixample 08036 Barcelona Spain,41.3920254,2.1554675
3006477107203,Vincci Mae,ES,Barcelona,Avenida Diagonal 596 Sarri St Gervasi 08021 Barcelona Spain,41.3933943,2.1461315
3023656976387,Holiday Inn London West,GB,London,4 Portal Way Gypsy Corner A40 London W3 6RT United Kingdom,51.5210117,-0.2628618
3023656976392,Hotel Mercure Milano Centro,IT,Milan,Piazza Oberdan 12 Milan City Center 20129 Milan Italy,45.4747809,9.2059385
3032246910982,Best Western Hotel Ascot,IT,Milan,Via Lentasio 3 Milan City Center 20122 Milan Italy,45.4580137,9.1913676
3040836845571,DoubleTree by Hilton London Islington,GB,London,60 Pentonville Road Islington London N1 9LA United Kingdom,51.5322508,-0.1095714
3040836845576,Best Western Antares Hotel Concorde,IT,Milan,Viale Monza 132 Distretto Viale Monza 20127 Milan Italy,45.502453,9.2218364
3049426780164,Hyatt Regency Paris Etoile,FR,Paris,3 Place du G n ral Koenig 17th arr 75017 Paris France,48.8802782,2.2843852
3049426780169,Hotel Spa Villa Olimpica Suites,ES,Barcelona,Pallars 121 125 Sant Mart 08018 Barcelona Spain,41.3971434,2.1921947
3049426780171,Park Hotel,NL,Amsterdam,Stadhouderskade 25 Oud Zuid 1071 ZD Amsterdam Netherlands,52.3613814,4.8832594
3066606649346,Hotel Plaza Athenee Paris,FR,Paris,25 Avenue Montaigne 8th arr 75008 Paris France,48.8661932,2.3042141
3066606649351,Pulitzer Amsterdam,NL,Amsterdam,Prinsengracht 315 331 Amsterdam City Center 1016 GZ Amsterdam Netherlands,52.3728353,4.883326
3066606649355,Hotel degli Arcimboldi,IT,Milan,Viale Sarca 336 Bicocca Zara 20125 Milan Italy,45.5257221,9.2150033
3075196583940,La Villa des Ternes,FR,Paris,97 avenue des Ternes 17th arr 75017 Paris France,48.8803479,2.2858242
3083786518528,Hotel Design Secret de Paris,FR,Paris,2 Rue De Parme 9th arr 75009 Paris France,48.8814056,2.3282568
3083786518530,Grange Tower Bridge Hotel,GB,London,45 Prescot Street City of London London E1 8GP United Kingdom,51.5115509,-0.0714919
3092376453121,Novotel Paris 14 Porte d Orl ans,FR,Paris,15 Boulevard Romain Rolland 14th arr 75014 Paris France,48.8196885,2.3263505
3092376453126,LHP Hotel Napoleon,IT,Milan,Via Ozanam 12 Citt Studi 20129 Milan Italy,45.4802415,9.2131919
3092376453128,Vilana Hotel,ES,Barcelona,Vilana 7 Sarri St Gervasi 08017 Barcelona Spain,41.4047934,2.1288527
3100966387716,Palais Hansen Kempinski Vienna,AT,Vienna,Schottenring 24 01 Innere Stadt 1010 Vienna Austria,48.2163149,16.3685103
3109556322308,Le Roch Hotel Spa,FR,Paris,28 rue Saint Roch 1st arr 75001 Paris France,48.8661991,2.3328826
3109556322311,La Chambre du Marais,FR,Paris,85 87 RUE DES ARCHIVES 3rd arr 75003 Paris France,48.8636168,2.3607998
3118146256897,The Chess Hotel,FR,Paris,6 rue du Helder 9th arr 75009 Paris France,48.8716017,2.3349768
3126736191488,Crowne Plaza Paris R publique,FR,Paris,10 Place De La R publique 11th arr 75011 Paris France,48.8673199,2.3656296
3126736191491,Hilton London Tower Bridge,GB,London,5 More London Place Tooley Street Southwark London SE1 2BY United Kingdom,51.504575,-0.082675
3126736191496,Klima Hotel Milano Fiere,IT,Milan,Via Venezia Giulia 8 20157 Milan Italy,45.5147974,9.116606
3135326126083,Mercure Barcelona Condor,ES,Barcelona,V a Augusta 127 Sarri St Gervasi 08006 Barcelona Spain,41.3999934,2.1452467
3143916060673,St Ermin s Hotel Autograph Collection,GB,London,2 Caxton Street Westminster Borough London SW1H 0QW United Kingdom,51.498905,-0.1339093
3143916060678,Austria Trend Hotel Europa Wien,AT,Vienna,K rntnerstra e 18 Eingang Neuer Markt 3 01 Innere Stadt 1010 Vienna Austria,48.2062103,16.3710387
3152505995269,Millennium Hotel London Mayfair,GB,London,44 Grosvenor Square Westminster Borough London W1K 2HP United Kingdom,51.510574,-0.1509951
3161095929857,H tel California Champs Elys es,FR,Paris,16 rue de Berri 8th arr 75008 Paris France,48.8726335,2.3048084
3161095929864,Hotel Vittoria,IT,Milan,Via Pietro Calvi 32 P Vittoria 20129 Milan Italy,45.463135,9.2102
3169685864452,Colombia,IT,Milan,Via Roberto Lepetit 15 Central Station 20124 Milan Italy,45.4829817,9.2041911
3178275799042,Hotel Pulitzer Paris,FR,Paris,23 rue du Faubourg Montmartre 9th arr 75009 Paris France,48.8731996,2.3425446
3178275799047,Austria Trend Hotel Lassalle Wien,AT,Donauinsel,Engerthstra e 173 175 02 Leopoldstadt 1020 Vienna Austria,48.2273013,16.4001791
3186865733632,Staybridge Suites London Stratford,GB,London,10b Chestnut Plaza Westfield Stratford City Olympic Park Newham London E20 1GL United Kingdom,51.5426351,-0.0073272
3186865733639,Residence Du Roy,FR,Paris,8 Rue Francois 1Er 8th arr 75008 Paris France,48.8657687,2.3090386
3195455668225,H tel Da Vinci Spa,FR,Paris,25 rue des Saints P res 6th arr 75006 Paris France,48.8565778,2.3319767
3204045602817,XO Hotel,FR,Paris,25 Rue Theodore de Banville 17th arr 75017 Paris France,48.8827492,2.2982782
3204045602822,NH Sants Barcelona,ES,Barcelona,Numancia 74 Les Corts 08029 Barcelona Spain,41.384591,2.1378107
3212635537411,Pestana Arena Barcelona,ES,Barcelona,Consell de Cent 51 53 Sants Montju c 08014 Barcelona Spain,41.376801,2.1460443
3221225472002,Mercure Paris Porte De Versailles Expo,FR,Paris,36 38 Rue Du Moulin 92170 Paris France,48.8268251,2.2912033
3221225472007,NH Wien City,AT,Vienna,Mariahilfer Stra e 32 34 07 Neubau 1070 Vienna Austria,48.2002872,16.3547746
3229815406594,DoubleTree by Hilton Hotel London Tower of London,GB,London,7 Pepys Street City of London London EC3N 4AF United Kingdom,51.5108412,-0.0780581
3238405341186,Radisson Blu Edwardian Hampshire,GB,London,31 36 Leicester Square Westminster Borough London WC2H 7LH United Kingdom,51.509963,-0.129797
3246995275776,The Ritz London,GB,London,150 Piccadilly Westminster Borough London W1J 9BR United Kingdom,51.5069446,-0.1415776
3255585210368,H tel Regent s Garden,FR,Paris,6 Rue Pierre Demours 17th arr 75017 Paris France,48.8797513,2.2919634
